movie_title,genres,title_year,imdb_score,actor_1_name,actor_2_name,actor_3_name,language,country
"As Above, So Below ",Horror|Mystery|Thriller,2014,6.1,Ben Feldman,Edwin Hodge,Perdita Weeks,English,USA
Addicted ,Drama|Thriller,2014,5.2,Boris Kodjoe,Cameron Mills,Sharon Leal,Spanish,USA
Eve's Bayou ,Drama,1997,7.3,Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll,English,USA
Still Alice ,Drama,2014,7.5,Kristen Stewart,Hunter Parrish,Seth Gilliam,English,USA
The Egyptian ,Drama|History,1954,6.6,Gene Tierney,Peter Ustinov,Jean Simmons,English,USA
Nighthawks ,Action|Crime|Thriller,1981,6.4,Sylvester Stallone,Lindsay Wagner,Persis Khambatta,English,USA
Friday the 13th Part VIII: Jason Takes Manhattan ,Adventure|Horror,1989,4.5,Kane Hodder,Peter Mark Richman,Scott Reeves,English,USA
My Big Fat Greek Wedding ,Comedy|Family|Romance,2002,6.6,Nia Vardalos,Louis Mandylor,Lainie Kazan,English,USA
Spring Breakers ,Crime|Drama,2012,5.3,James Franco,Heather Morris,Rachel Korine,English,USA
Halloween: The Curse of Michael Myers ,Horror|Thriller,1995,4.9,Donald Pleasence,Kim Darby,Mitchell Ryan,English,USA
Y Tu Mamá También ,Adventure|Comedy|Drama|Romance,2001,7.7,Maribel Verdú,Daniel Giménez Cacho,María Aura,Spanish,Mexico
Shaun of the Dead ,Comedy|Horror,2004,8,Peter Serafinowicz,Dylan Moran,Rafe Spall,English,UK
The Haunting of Molly Hartley ,Drama|Horror|Thriller,2008,3.8,Jessica Lowndes,Randy Wayne,Haley Bennett,English,USA
Lone Star ,Drama|Mystery,1996,7.6,Matthew McConaughey,Clifton James,Miriam Colon,English,USA
Halloween 4: The Return of Michael Myers ,Horror|Thriller,1988,5.9,Donald Pleasence,Kathleen Kinmont,Ellie Cornell,English,USA
April Fool's Day ,Horror|Mystery,1986,6.2,Thomas F. Wilson,Deborah Foreman,Clayton Rohner,English,USA
Diner ,Comedy|Drama,1982,7.2,Steve Guttenberg,Daniel Stern,Ellen Barkin,English,USA
Lone Wolf McQuade ,Action|Crime|Drama|Thriller|Western,1983,6.3,David Carradine,William Sanderson,Robert Beltran,English,USA
Apollo 18 ,Horror|Mystery|Sci-Fi|Thriller,2011,5.2,Warren Christie,Ryan Robbins,Andrew Airlie,English,USA
Sunshine Cleaning ,Comedy|Drama,2008,6.9,Clifton Collins Jr.,Mary Lynn Rajskub,Paul Dooley,English,USA
No Escape ,Action|Thriller,2015,6.8,Sterling Jerins,Claire Geare,Sahajak Boonthanakit,English,USA
The Beastmaster ,Action|Adventure|Fantasy,1982,6.2,Vanna Bonta,John Amos,Rip Torn,English,USA
Solomon and Sheba ,Drama|History|Romance|War,1959,6.2,Gina Lollobrigida,George Sanders,Finlay Currie,English,USA
Fifty Shades of Black ,Comedy,2016,3.5,Fred Willard,Mike Epps,Russell Peters,English,USA
Not Easily Broken ,Drama|Romance,2009,6.1,Eddie Cibrian,Jenifer Lewis,Wood Harris,English,USA
A Farewell to Arms ,Drama|Romance|War,1932,6.6,Gary Cooper,Helen Hayes,Adolphe Menjou,English,USA
The Perfect Match ,Comedy|Romance,2016,4.5,Donald Faison,Brandy Norwood,Lauren London,English,USA
Digimon: The Movie ,Action|Adventure|Animation|Family|Sci-Fi,2000,5.9,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,English,USA
Saved! ,Comedy|Drama,2004,6.9,Macaulay Culkin,Patrick Fugit,Eva Amurri Martino,English,USA
The Barbarian Invasions ,Comedy|Crime|Drama|Mystery|Romance,2003,7.7,Marie-Josée Croze,Stéphane Rousseau,Marina Hands,French,Canada
Robin and Marian ,Adventure|Drama|Romance,1976,6.6,Robert Shaw,Denholm Elliott,Nicol Williamson,English,USA
The Forsaken ,Horror|Thriller,2001,5.3,Brendan Fehr,Kerr Smith,Izabella Miko,English,USA
Force 10 from Navarone ,Action|Drama|War,1978,6.3,Harrison Ford,Carl Weathers,Franco Nero,English,UK
UHF ,Comedy|Drama,1989,7,Fran Drescher,Gedde Watanabe,Michael Richards,English,USA
Grandma's Boy ,Comedy,2006,7,Linda Cardellini,Joel David Moore,Shirley Jones,English,USA
Slums of Beverly Hills ,Comedy|Drama,1998,6.6,Natasha Lyonne,Kevin Corrigan,Jessica Walter,English,USA
Once Upon a Time in the West ,Western,1968,8.6,Claudia Cardinale,Woody Strode,Jack Elam,English,Italy
Made ,Comedy|Crime|Drama|Thriller,2001,6.4,Jon Favreau,Faizon Love,Jonathan Silverman,English,USA
Moon ,Drama|Mystery|Sci-Fi,2009,7.9,Kevin Spacey,Matt Berry,Benedict Wong,English,UK
Keeping Up with the Steins ,Comedy,2006,5.4,Miranda Cosgrove,Jami Gertz,Carter Jenkins,English,USA
Sea Rex 3D: Journey to a Prehistoric World ,Documentary,2010,6.9,Norbert Ferrer,Guillaume Denaiffe,Chloe Hollings,English,UK
The Sweet Hereafter ,Drama,1997,7.7,Bruce Greenwood,Sarah Polley,Simon Baker,English,Canada
Of Gods and Men ,Drama,2010,7.2,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,French,France
Bottle Shock ,Comedy|Drama,2008,6.8,Alan Rickman,Freddy Rodríguez,Greg Collins,English,USA
Jekyll and Hyde... Together Again ,Comedy|Music|Sci-Fi,1982,6.2,Cassandra Peterson,Tim Thomerson,Bess Armstrong,English,USA
Heavenly Creatures ,Biography|Crime|Drama|Romance|Thriller,1994,7.4,Kate Winslet,Jed Brophy,Liz Mullane,English,New Zealand
90 Minutes in Heaven ,Drama,2015,4.6,Hayden Christensen,Bobby Batson,Cynthia Barrett,English,USA
Everything Must Go ,Comedy|Drama,2010,6.4,Will Ferrell,Scott Takeda,Stephen Root,English,USA
Zero Effect ,Comedy|Crime|Drama|Mystery|Thriller,1998,7,Kim Dickens,Ryan O'Neal,Angela Featherstone,English,USA
The Machinist ,Drama|Thriller,2004,7.7,Christian Bale,Jennifer Jason Leigh,Reg E. Cathey,English,Spain
Light Sleeper ,Crime|Drama,1992,6.8,Dana Delany,Jane Adams,David Clennon,English,USA
Kill the Messenger ,Biography|Crime|Drama|Mystery|Thriller,2014,7,Jeremy Renner,Paz Vega,Robert Pralgo,English,USA
Rabbit Hole ,Drama,2010,7,Dianne Wiest,Jon Tenney,Tammy Blanchard,English,USA
Party Monster ,Biography|Crime|Drama|Thriller,2003,6.3,Macaulay Culkin,Mia Kirshner,Marilyn Manson,English,USA
Green Room ,Crime|Horror|Music|Thriller,2015,7.1,Alia Shawkat,Mark Webber,Joe Cole,English,USA
The Oh in Ohio ,Comedy|Drama|Romance,2006,5.6,Liza Minnelli,Tim Russ,Winter Ave Zoli,English,USA
Atlas Shrugged: Who Is John Galt? ,Drama|Mystery|Sci-Fi,2014,4.4,Joaquim de Almeida,Greg Germann,Kristoffer Polaha,English,USA
Bottle Rocket ,Comedy|Crime|Drama,1996,7.1,Andrew Wilson,Darryl Cox,Lumi Cavazos,English,USA
Albino Alligator ,Crime|Drama|Thriller,1996,6.1,Viggo Mortensen,Joe Mantegna,Faye Dunaway,English,USA
"Gandhi, My Father ",Biography|Drama|History,2007,7.4,Akshaye Khanna,Bhoomika Chawla,Darshan Jariwala,Hindi,India
Standard Operating Procedure ,Crime|Documentary|War,2008,7.5,Jeffrey Frost,Megan Ambuhl Graner,Ken Davis,English,USA
Out of the Blue ,Drama,1980,7.2,Raymond Burr,Don Gordon,Jim Byrnes,English,Canada
Tucker and Dale vs Evil ,Comedy|Horror,2010,7.6,Katrina Bowden,Tyler Labine,Chelan Simmons,English,Canada
"Lovely, Still ",Drama|Romance,2008,7.3,Adam Scott,Ellen Burstyn,Martin Landau,English,USA
Tycoon ,Adventure|Drama|Romance,1947,6.2,Judith Anderson,Paul Fix,Laraine Day,English,USA
Desert Blue ,Drama,1998,6.2,Ethan Suplee,John Heard,Sara Gilbert,English,USA
Decoys ,Comedy|Horror|Sci-Fi,2004,4.6,Meghan Ory,Marc Trottier,Corey Sevier,English,Canada
The Visit ,Horror|Thriller,2015,6.2,Ocean James,Patch Darragh,Olivia DeJonge,English,USA
Redacted ,Crime|Thriller|War,2007,6.2,Mike Figueroa,Daniel Stewart Sherman,Kel O'Neill,English,USA
Fascination ,Mystery|Romance|Thriller,2004,3.3,Adam Garcia,Jacqueline Bisset,Alice Evans,English,Germany
Saving Grace             ,Drama|Fantasy,,7.5,Holly Hunter,Dylan Minnette,Bokeem Woodbine,English,USA
Area 51 ,Horror|Sci-Fi|Thriller,2015,4.2,Glenn Campbell,Sandra Staggs,Jelena Nik,English,USA
Sleep Tight ,Drama|Horror|Thriller,2011,7.2,Luis Tosar,Tony Corvillo,Marta Etura,Spanish,Spain
The Cottage ,Comedy|Crime|Horror|Thriller,2008,6.2,Dave Legeno,Doug Bradley,Georgia Groome,English,UK
Dead Like Me: Life After Death ,Comedy|Drama|Fantasy,2009,6.1,Henry Ian Cusick,Callum Blue,Shenae Grimes-Beech,English,USA
Farce of the Penguins ,Animation|Comedy,2006,4.2,Alyson Hannigan,John Stamos,Jim Belushi,English,USA
Flying By ,Drama|Family|Music,2009,4.5,Heather Locklear,Patricia Neal,Katie Leclerc,English,USA
Psych             ,Comedy|Crime|Mystery,,8.4,Corbin Bernsen,Dulé Hill,Timothy Omundson,English,USA
Rudderless ,Comedy|Drama|Music,2014,7.5,Billy Crudup,Felicity Huffman,David Adam Flannery,English,USA
Henry & Me ,Animation|Family,2014,6.7,Chazz Palminteri,Cyndi Lauper,Danny Aiello,English,USA
Christmas Eve ,Comedy,2015,5.1,Gary Cole,Jon Heder,Cheryl Hines,English,USA
We Have Your Husband ,Crime|Drama|Thriller,2011,5.5,Teri Polo,Esai Morales,Nicholas Gonzalez,English,USA
Dying of the Light ,Drama|Thriller,2014,4.4,Nicolas Cage,Irène Jacob,Tomiwa Edun,English,Bahamas
Born of War ,Action|Drama|Thriller|War,2014,4.4,James Frain,Sofia Black-D'Elia,Lisa Kay,English,UK
Capricorn One ,Action|Sci-Fi|Thriller,1977,6.8,David Huddleston,Sam Waterston,Hal Holbrook,English,USA
Should've Been Romeo ,Comedy|Drama,2012,6.7,Michael Rapaport,Natasha Henstridge,Costas Mandylor,English,USA
Running Forever ,Family,2015,8.6,David Raizor,Cody Howard,Martin Kove,English,USA
Yoga Hosers ,Comedy|Fantasy|Horror|Thriller,2016,4.8,Johnny Depp,Haley Joel Osment,Natasha Lyonne,English,USA
Navy Seals vs. Zombies ,Action|Horror,2015,3.4,Mikal Vega,Michael Dudikoff,Ed Quinn,English,USA
I Served the King of England ,Comedy|Drama|Romance|War,2006,7.4,Julia Jentsch,Ivan Barnev,Milan Lasica,Czech,Czech Republic
Soul Kitchen ,Comedy|Drama,2009,7.3,Udo Kier,Moritz Bleibtreu,Birol Ünel,German,Germany
Sling Blade ,Drama,1996,8,Robert Duvall,Dwight Yoakam,J.T. Walsh,English,USA
The Awakening ,Horror|Thriller,2011,6.5,Isaac Hempstead Wright,Imelda Staunton,Joseph Mawle,English,UK
Hostel ,Horror,2005,5.9,Jay Hernandez,Takashi Miike,Rick Hoffman,English,USA
Tristram Shandy: A Cock and Bull Story ,Comedy|Drama,2005,6.8,Steve Coogan,Shirley Henderson,Dylan Moran,English,UK
Take Shelter ,Drama|Thriller,2011,7.4,Katy Mixon,Shea Whigham,Robert Longstreet,English,USA
Lady in White ,Fantasy|Horror|Mystery|Thriller,1988,6.7,Alex Rocco,Lukas Haas,Katherine Helmond,English,USA
Driving Lessons ,Comedy|Drama,2006,6.8,Rupert Grint,Julie Walters,Tamsin Egerton,English,UK
Let's Kill Ward's Wife ,Comedy|Crime,2014,5.4,Donald Faison,Greg Grunberg,Dagmara Dominczyk,English,USA
The Texas Chainsaw Massacre 2 ,Comedy|Horror,1986,5.5,Bill Johnson,Lou Perryman,Jim Siedow,English,USA
Pat Garrett & Billy the Kid ,Biography|Drama|Romance|Western,1973,7.4,James Coburn,Bob Dylan,Jason Robards,English,USA
Only God Forgives ,Crime|Drama,2013,5.7,Ryan Gosling,Kristin Scott Thomas,Yayaying Rhatha Phongam,English,Denmark
Camping sauvage ,Drama,2005,5.4,Denis Lavant,Isild Le Besco,Emmanuelle Bercot,French,France
Without Men ,Comedy,2011,3.2,Maria Conchita Alonso,Kate del Castillo,Camryn Manheim,English,USA
Barfi ,Comedy|Romance,2013,7.1,Bhama,Diganth,Dileep Raj,Kannada,India
Dear Frankie ,Drama|Romance,2004,7.8,Gerard Butler,Sharon Small,Jack McElhone,English,UK
All Hat ,Western,2007,5.3,Keith Carradine,Gary Farmer,Stephen McHattie,English,Canada
The Names of Love ,Comedy|Drama|Romance,2010,7.2,Sara Forestier,Jacques Gamblin,Zinedine Soualem,French,France
Treading Water ,Comedy|Drama,2013,6.2,Zoë Kravitz,Douglas Smith,Kim Ly,English,Mexico
Savage Grace ,Drama,2007,5.9,Eddie Redmayne,Elena Anaya,Stephen Dillane,English,Spain
Out of the Blue ,Crime|Drama,2006,7.3,William Kircher,Matthew Sunderland,Paul Glover,English,New Zealand
Police Academy ,Comedy,1984,6.7,Steve Guttenberg,Bubba Smith,Michael Winslow,English,USA
The Blue Lagoon ,Adventure|Drama|Romance,1980,5.7,Brooke Shields,Christopher Atkins,Leo McKern,English,USA
Four Weddings and a Funeral ,Comedy|Drama|Romance,1994,7.1,Kristin Scott Thomas,James Fleet,Simon Callow,English,UK
Fast Times at Ridgemont High ,Comedy|Drama,1982,7.2,Jennifer Jason Leigh,Judge Reinhold,Vincent Schiavelli,English,USA
Moby Dick ,Adventure|Drama,1956,7.4,Royal Dano,Richard Basehart,James Robertson Justice,English,USA
25th Hour ,Drama,2002,7.7,Philip Seymour Hoffman,Rosario Dawson,Aaron Stanford,English,USA
Secrets and Lies             ,Crime|Drama,,7.7,Dan Fogler,Indiana Evans,KaDee Strickland,English,USA
Bound ,Crime|Drama|Romance|Thriller,1996,7.4,Christopher Meloni,Kevin Michael Richardson,Peter Spellos,English,USA
Requiem for a Dream ,Drama,2000,8.4,Ellen Burstyn,Mark Margolis,Louise Lasser,English,USA
State Fair ,Musical|Romance,1945,7.1,Dana Andrews,Jeanne Crain,Frank McHugh,English,USA
Tango ,Drama|Musical,1998,7.2,Mía Maestro,Juan Luis Galiardo,Miguel Ángel Solá,Spanish,Spain
Salvador ,Drama|History|Thriller|War,1986,7.5,Jim Belushi,John Savage,Juan Fernández,English,UK
Moms' Night Out ,Comedy,2014,5.4,Alex Kendrick,Sarah Drew,Patricia Heaton,English,USA
Donnie Darko ,Drama|Sci-Fi|Thriller,2001,8.1,Jake Gyllenhaal,Mary McDonnell,James Duval,English,USA
Saving Private Perez ,Adventure|Comedy|Western,2011,6,Jaime Camil,Gerardo Taracena,Joaquín Cosio,Spanish,Mexico
Character ,Crime|Drama|Mystery,1997,7.8,Jan Decleir,Fedja van Huêt,Hans Kesting,Dutch,Netherlands
Spun ,Comedy|Crime|Drama,2002,6.8,Patrick Fugit,Nicholas Gonzalez,Debbie Harry,English,USA
Life During Wartime ,Comedy|Drama,2009,6.5,Rich Pecci,Shirley Henderson,Charlotte Rampling,English,USA
Lady Vengeance ,Crime|Drama,2005,7.7,Min-sik Choi,Yeong-ae Lee,Hye-jeong Kang,Korean,South Korea
Mozart's Sister ,Biography|Drama|Music|Romance,2010,6.4,Nicolas Giraud,Clovis Fouin,Marie Féret,French,France
Mean Machine ,Comedy|Drama|Sport,2001,6.5,Jason Statham,Jason Flemyng,Danny Dyer,English,UK
Exiled ,Action|Crime|Thriller,2006,7.3,Simon Yam,Anthony Chau-Sang Wong,Josie Ho,Cantonese,Hong Kong
Blackthorn ,Action|Adventure|Western,2011,6.6,Sam Shepard,Dominique McElligott,Stephen Rea,English,Spain
Lilya 4-Ever ,Crime|Drama,2002,7.9,Oksana Akinshina,Artyom Bogucharskiy,Lyubov Agapova,Russian,Sweden
After.Life ,Drama|Horror|Mystery|Thriller,2009,5.9,Liam Neeson,Josh Charles,Chandler Canterbury,English,USA
Fugly ,Drama|Thriller,2014,4.7,Jimmy Shergill,Sana Saeed,Dimple Kapadia,Hindi,India
One Flew Over the Cuckoo's Nest ,Drama,1975,8.7,Scatman Crothers,Michael Berryman,Louise Fletcher,English,USA
R.L. Stine's Monsterville: The Cabinet of Souls ,Comedy,2015,5.9,Katherine McNamara,Dove Cameron,Braeden Lemasters,English,USA
Silent Movie ,Comedy|Romance,1976,6.7,Sid Caesar,Dom DeLuise,Bernadette Peters,,USA
Airlift ,Action|Drama|History|Thriller|War,2016,8.5,Nimrat Kaur,Sameer Ali Khan,Purab Kohli,Hindi,India
Anne of Green Gables             ,Drama|Family,,8.4,Zack Ward,Jonathan Crombie,Megan Follows,English,Canada
Falcon Rising ,Action|Adventure,2014,5.8,Michael Jai White,Michael J. Morris,Lateef Crowder,English,USA
The Sweeney ,Action|Crime|Drama,2012,6.1,Hayley Atwell,Ray Winstone,Alan Ford,English,UK
Sexy Beast ,Crime|Thriller,2000,7.3,Ray Winstone,James Fox,Amanda Redman,English,UK
Easy Money ,Action|Crime|Drama|Thriller,2010,6.7,Fabian Bolin,Fares Fares,Matias Varela,Swedish,Sweden
Whale Rider ,Drama|Family,2002,7.6,Keisha Castle-Hughes,Rawiri Paratene,Tammy Davis,English,New Zealand
Paa ,Comedy|Drama,2009,7.2,Vidya Balan,Abhishek Bachchan,Paresh Rawal,Hindi,India
Cargo ,Mystery|Sci-Fi|Thriller,2009,6.2,Yangzom Brauen,Claude-Oliver Rudolph,Anna Katharina Schwabroh,German,Switzerland
Pan ,Adventure|Family|Fantasy,2015,5.8,Hugh Jackman,Cara Delevingne,Nonso Anozie,English,USA
High School Musical ,Comedy|Drama|Family|Music|Musical|Romance,2006,5.2,Lucas Grabeel,Corbin Bleu,Olesya Rulin,English,USA
Animal Kingdom             ,Crime|Drama,,8.1,Dorian Missick,Daniella Alonso,Ellen Barkin,English,USA
Love and Death on Long Island ,Comedy|Drama,1997,7.1,Jason Priestley,Maury Chaykin,Danny Webb,English,UK
Night Watch ,Fantasy|Thriller,2004,6.5,Konstantin Khabenskiy,Aleksey Chadov,Zhanna Friske,Russian,Russia
The Crying Game ,Crime|Drama|Romance|Thriller,1992,7.3,Jim Broadbent,Miranda Richardson,Stephen Rea,English,UK
Porky's ,Comedy,1981,6.2,Art Hindle,Susan Clark,Tony Ganios,English,Canada
Survival of the Dead ,Horror,2009,5,Julian Richings,Shawn Roberts,Kathleen Munroe,English,USA
Night of the Living Dead ,Drama|Horror|Mystery,1968,8,Judith O'Dea,Duane Jones,S. William Hinzman,English,USA
Lost in Translation ,Drama,2003,7.8,Scarlett Johansson,Bill Murray,Catherine Lambert,English,USA
Annie Hall ,Comedy|Romance,1977,8.1,Woody Allen,Carol Kane,Shelley Duvall,English,USA
The Greatest Show on Earth ,Drama|Family|Romance,1952,6.7,Gloria Grahame,Dorothy Lamour,Cornel Wilde,English,USA
Exodus: Gods and Kings ,Action|Adventure|Drama,2014,6.1,Christian Bale,María Valverde,Ben Mendelsohn,English,UK
Monster's Ball ,Drama|Romance,2001,7.1,Heath Ledger,Peter Boyle,Marcus Lyle Brown,English,USA
Maggie ,Drama|Horror,2015,5.6,Joely Richardson,J.D. Evermore,David A Cole,English,USA
Leaving Las Vegas ,Drama|Romance,1995,7.6,Nicolas Cage,Valeria Golino,Julian Sands,English,USA
Hansel & Gretel Get Baked ,Comedy|Horror,2013,4.3,Molly C. Quinn,Lara Flynn Boyle,Lochlyn Munro,English,USA
The Return of the Living Dead ,Comedy|Horror|Sci-Fi,1985,7.3,Linnea Quigley,Clu Gulager,Beverly Randolph,English,USA
The Front Page ,Comedy|Drama|Romance,1974,7.3,Austin Pendleton,Harold Gould,David Wayne,English,USA
The Boy Next Door ,Mystery|Thriller,2015,4.6,Ryan Guzman,Hill Harper,Adam Hicks,English,USA
Trapeze ,Drama|Romance,1956,6.8,Gina Lollobrigida,Katy Jurado,Sidney James,English,USA
Saving Grace             ,Drama|Fantasy,,7.5,Holly Hunter,Dylan Minnette,Bokeem Woodbine,English,USA
The Kids Are All Right ,Comedy|Drama,2010,7.1,Josh Hutcherson,Mia Wasikowska,Yaya DaCosta,English,USA
They Live ,Horror|Sci-Fi|Thriller,1988,7.3,Meg Foster,Peter Jason,George 'Buck' Flower,English,USA
The Great Escape ,Adventure|Drama|History|Thriller|War,1963,8.3,James Coburn,Donald Pleasence,Gordon Jackson,English,USA
What the #$*! Do We (K)now!? ,Comedy|Documentary|Drama|Fantasy|Mystery|Sci-Fi,2004,5.4,Marlee Matlin,Elaine Hendrix,Armin Shimerman,English,USA
The Last Exorcism Part II ,Drama|Horror|Thriller,2013,4,Muse Watson,Spencer Treat Clark,Ashley Bell,English,France
Boyhood ,Drama,2014,8,Ellar Coltrane,Lorelei Linklater,Libby Villari,English,USA
Scoop ,Comedy|Crime|Mystery,2006,6.7,Scarlett Johansson,Kevin McNally,Geoff Bell,English,UK
Planet of the Apes ,Action|Adventure|Sci-Fi|Thriller,2001,5.7,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,English,USA
The Wash ,Comedy,2001,4.6,Angell Conwell,Dr. Dre,DJ Pooh,English,USA
3 Strikes ,Comedy,2000,4,Mo'Nique,Mike Epps,Faizon Love,English,USA
The Cooler ,Crime|Drama|Fantasy|Romance,2003,7,Estella Warren,Paul Sorvino,Shawn Hatosy,English,USA
The Misfits ,Drama|Romance|Western,1961,7.4,Montgomery Clift,Kevin McCarthy,Thelma Ritter,English,USA
The Night Listener ,Crime|Mystery|Thriller,2006,5.9,Robin Williams,Joe Morton,Rory Culkin,English,USA
The Jerky Boys ,Comedy|Crime,1995,4.6,Vincent Pastore,William Hickey,Peter Appel,English,USA
My Soul to Take ,Horror|Mystery|Thriller,2010,4.8,Frank Grillo,Emily Meade,Zena Grey,English,USA
The Orphanage ,Drama|Mystery|Thriller,2007,7.5,Geraldine Chaplin,Belén Rueda,Fernando Cayo,Spanish,Spain
A Haunted House 2 ,Comedy|Fantasy,2014,4.7,Ashley Rickards,Essence Atkins,Gabriel Iglesias,English,USA
The Rules of Attraction ,Comedy|Drama|Romance,2002,6.7,Ian Somerhalder,Faye Dunaway,Clifton Collins Jr.,English,USA
Topaz ,Drama|Thriller,1969,6.3,Roscoe Lee Browne,John Vernon,Philippe Noiret,English,USA
Let's Go to Prison ,Comedy|Crime,2006,6,Dylan Baker,Chi McBride,Amy Hill,English,USA
Four Rooms ,Comedy|Fantasy,1995,6.7,Salma Hayek,Alicia Witt,Lili Taylor,English,USA
Secretary ,Comedy|Drama|Romance,2002,7.1,Jeremy Davies,Stephen McHattie,Lesley Ann Warren,English,USA
The Real Cancun ,Documentary,2003,2.7,Laura Ramsey,Alan Taylor,Benjamin Fletcher,English,USA
Talk Radio ,Drama,1988,7.3,Michael Wincott,Zach Grenier,Bill Johnson,English,USA
Waiting for Guffman ,Comedy,1996,7.6,Catherine O'Hara,Fred Willard,Larry Miller,English,USA
Love Stinks ,Comedy,1999,5.8,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,English,USA
You Kill Me ,Comedy|Crime|Romance|Thriller,2007,6.5,Philip Baker Hall,Aaron Hughes,Jayne Eastwood,English,USA
Thumbsucker ,Comedy|Drama,2005,6.6,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,English,USA
Red State ,Action|Crime|Horror|Thriller,2011,6.2,Anna Gunn,Michael Angarano,Stephen Root,English,USA
Mirrormask ,Adventure|Fantasy,2005,6.9,Stephanie Leonidas,Gina McKee,Rob Brydon,English,UK
Samsara ,Documentary|Music,2011,8.5,Collin Alfredo St. Dic,Balinese Tari Legong Dancers,Puti Sri Candra Dewi,None,USA
The Barbarians ,Adventure|Fantasy,1987,4.8,Michael Berryman,Eva LaRue,Richard Lynch,English,USA
The Art of Getting By ,Drama|Romance,2011,6.6,Michael Angarano,Blair Underwood,Rita Wilson,English,USA
Zipper ,Drama|Thriller,2015,5.7,Ray Winstone,Alexandra Breckenridge,Elena Satine,English,USA
Poolhall Junkies ,Drama|Thriller,2002,7,Chazz Palminteri,Ricky Schroder,Ernie Reyes Jr.,English,USA
The Loss of Sexual Innocence ,Drama,1999,5.4,Kelly Macdonald,Saffron Burrows,Julian Sands,English,USA
Holy Motors ,Drama|Fantasy,2012,7.1,Kylie Minogue,Leos Carax,Denis Lavant,French,France
Joe ,Drama,2013,6.9,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,English,USA
Shooting Fish ,Comedy|Crime|Romance,1997,6.6,Peter McNamara,Dan Futterman,Ralph Ineson,English,UK
Prison ,Crime|Drama|Horror|Thriller,1987,5.9,Viggo Mortensen,Lane Smith,Hal Landon Jr.,English,USA
Psycho Beach Party ,Comedy|Horror|Mystery,2000,6.3,Lauren Ambrose,Kathleen Robertson,Beth Broderick,English,Australia
The Big Tease ,Comedy,1999,6.3,Craig Ferguson,Frances Fisher,Mary McCormack,English,UK
"Buen Día, Ramón ",Drama,2013,7.7,Hector Kotsifakis,Adriana Barraza,Arcelia Ramírez,German,Mexico
Trust ,Crime|Drama|Thriller,2010,7,Noah Emmerich,Jordan Trovillion,Zoe Levin,English,USA
An Everlasting Piece ,Comedy,2000,6.3,Anna Friel,Brían F. O'Byrne,Pauline McLynn,English,USA
Among Giants ,Comedy|Romance,1998,5.9,Rachel Griffiths,Alan Williams,Rob Jarvis,English,UK
Adore ,Drama|Romance,2013,6.2,Robin Wright,Naomi Watts,Ben Mendelsohn,English,Australia
The Velocity of Gary ,Comedy|Drama|Romance,1998,5,Salma Hayek,Danny Arroyo,Olivia d'Abo,English,USA
Mondays in the Sun ,Comedy|Drama,2002,7.7,Luis Tosar,Enrique Villén,Aida Folch,Spanish,Spain
Stake Land ,Drama|Horror|Sci-Fi,2010,6.5,Connor Paolo,Michael Cerveris,Nick Damici,English,USA
Sonny with a Chance             ,Comedy|Family|Romance,,6.1,Doug Brochu,Tiffany Thornton,Brandon Mychal Smith,English,USA
The Last Time I Committed Suicide ,Biography|Drama,1997,5.8,Keanu Reeves,Marg Helgenberger,Gretchen Mol,English,USA
Futuro Beach ,Drama,2014,6.1,Wagner Moura,Clemens Schick,Jesuíta Barbosa,Portuguese,Brazil
Another Happy Day ,Comedy|Drama,2011,6,George Kennedy,Ezra Miller,Demi Moore,English,USA
A Lonely Place to Die ,Action|Adventure|Crime|Thriller,2011,6.3,Ed Speleers,Eamonn Walker,Sean Harris,English,UK
Nothing ,Comedy|Fantasy,2003,6.3,David Hewlett,Angelo Tsarouchas,Marie-Josée Croze,English,Canada
The Geographer Drank His Globe Away ,Adventure|Drama,2013,7.5,Konstantin Khabenskiy,Elena Lyadova,Eugenia Khirivskaya,Russian,Russia
1776 ,Drama|Family|History|Musical,1972,7.6,Blythe Danner,Ken Howard,Howard Caine,English,USA
Inescapable ,Drama|Mystery|Romance|Thriller,2012,5.2,Saad Siddiqui,Bonnie Lee Bouman,Fadia Nadda,English,Canada
Hell's Angels ,Drama|War,1930,7.8,Jean Harlow,Marian Marsh,James Hall,English,USA
Purple Violets ,Comedy|Drama|Romance,2007,6.6,Debra Messing,Rosemarie DeWitt,Peter Jacobson,English,USA
The Veil ,Horror,2016,4.7,Lily Rabe,Shannon Woodward,Kira McLean,English,USA
The Loved Ones ,Horror|Thriller,2009,6.7,Robin McLeavy,Jessica McNamee,Victoria Thaine,English,Australia
No Vacancy ,Horror,2012,4.2,Kristen Quintrall,Rachel Sterling,Black Thomas,English,USA
How to Fall in Love ,Comedy|Romance,2012,6.3,Eric Mabius,Gina Holden,Brooke D'Orsay,English,USA
The Perfect Wave ,Adventure|Biography|Drama|Romance,2014,4.7,Rachel Hendrix,Cheryl Ladd,Diana Vickers,English,South Africa
